ID,Fi,Lambda,E_utm,N_utm,distance_m,label_text,epoch_col,epoch_date,risk_pk,top20
D30003400170,-12.64798568,28.03432061,612324.6642679706,8601569.680713229,0.0,core,D20250206,2025-02-06,0.9153846,1
D30003400173,-12.64796307,28.03422352,612314.1293758558,8601572.22305541,0.0,core,D20250206,2025-02-06,0.88017094,0
D30003400174,-12.64795552,28.03419112,612310.613768325,8601573.071992304,0.0,core,D20250206,2025-02-06,0.7974359,0
D30003400175,-12.64794788,28.03415834,612307.0569288152,8601573.931045843,0.0,core,D20250206,2025-02-06,0.9420513,1
D30003400180,-12.64790982,28.03399493,612289.3258854318,8601578.210612338,0.0,core,D20250206,2025-02-06,0.6900855,0
D30003400229,-12.64755301,28.03246262,612123.0600721921,8601618.330858888,0.0,core,D20250206,2025-02-06,0.88564104,0
D30003400324,-12.646855,28.02946543,611797.843950008,8601696.813049702,0.0,core,D20250206,2025-02-06,0.50735044,0
D30003400325,-12.64684789,28.02943488,611794.5290510656,8601697.612465974,0.0,core,D20250206,2025-02-06,0.7129915,0
D30003400429,-12.64611517,28.0262875,611453.0145064195,8601779.993635207,0.0,core,D20250206,2025-02-06,0.9634188,1
D30003400430,-12.64610769,28.02625536,611449.5270636647,8601780.834608722,0.0,core,D20250206,2025-02-06,0.97726494,1
D30003500025,-12.64915518,28.03878346,612808.8534337507,8601438.413961843,422.5789453417555,near-field,D20250206,2025-02-06,0.55059826,0
D30003500030,-12.64912039,28.03863397,612792.6329127569,8601442.326191116,405.98545045360447,near-field,D20250206,2025-02-06,0.82119656,0
D30003500041,-12.64904239,28.03829889,612756.2748086463,8601451.097431855,368.79106417548013,near-field,D20250206,2025-02-06,0.27162394,0
D30003500042,-12.64903523,28.03826812,612752.9360848527,8601451.902589254,365.3755843196998,near-field,D20250206,2025-02-06,0.0,0
D30003500050,-12.64897676,28.03801701,612725.6892015616,8601458.477580573,337.5017530671936,near-field,D20250206,2025-02-06,0.7442735,0
D30003500163,-12.64816027,28.03451014,612345.1724450294,8601550.289731676,0.0,core,D20250206,2025-02-06,0.7608547,0
D30003500187,-12.64797845,28.03372958,612260.4766872538,8601570.73403371,0.0,core,D20250206,2025-02-06,0.9565812,1
D30003500190,-12.64795706,28.0336377,612250.507106955,8601573.139184609,0.0,core,D20250206,2025-02-06,0.8206838,0
D30003500229,-12.64767613,28.03243113,612119.5862632474,8601604.727328902,0.0,core,D20250206,2025-02-06,0.72615385,0
D30003500230,-12.64766858,28.03239874,612116.0717338787,8601605.576236652,0.0,core,D20250206,2025-02-06,0.8367521,0
D30003500324,-12.64698014,28.0294425,611795.2991038577,8601682.98242356,0.0,core,D20250206,2025-02-06,0.5500855,0
D30003500325,-12.64697313,28.02941239,611792.0319507639,8601683.77059171,0.0,core,D20250206,2025-02-06,0.7726496,0
D30003500326,-12.64696611,28.02938223,611788.7593714411,8601684.559886826,0.0,core,D20250206,2025-02-06,0.4617094,0
D30003500428,-12.6462471,28.02629375,611453.636084939,8601765.399592208,0.0,core,D20250206,2025-02-06,0.9482051,1
D30003500429,-12.64623948,28.02626104,611450.0867977577,8601766.256292656,0.0,core,D20250206,2025-02-06,0.8668376,0
D30003500430,-12.64623206,28.02622919,611446.6308271819,8601767.090506459,0.0,core,D20250206,2025-02-06,0.8487179,0
D30003500513,-12.64564888,28.02372423,611174.822649215,8601832.655465107,117.08487283752697,near-field,D20250206,2025-02-06,0.56393164,0
D30003600032,-12.64923073,28.03854749,612783.1920549767,8601430.159892727,398.2216657078218,near-field,D20250206,2025-02-06,0.08034188,0
D30003600033,-12.64922377,28.03851762,612779.950993476,8601430.942545572,394.9059560038899,near-field,D20250206,2025-02-06,0.8391453,0
D30003600037,-12.64919585,28.03839765,612766.9335632303,8601434.082212329,381.5892047224962,near-field,D20250206,2025-02-06,0.9153846,1
D30003600041,-12.64916774,28.03827689,612753.8304137366,8601437.243227366,368.18467482418464,near-field,D20250206,2025-02-06,0.021709401,0
D30003600042,-12.64916069,28.03824657,612750.540516831,8601438.036024673,364.8192211058807,near-field,D20250206,2025-02-06,0.003931624,0
D30003600155,-12.64833992,28.03472149,612368.048210408,8601530.32972624,0.0,core,D20250206,2025-02-06,0.88666666,0
D30003600157,-12.64832627,28.0346628,612361.679969385,8601531.864620237,0.0,core,D20250206,2025-02-06,0.85555553,0
D30003600163,-12.64828363,28.03447965,612341.8070362037,8601536.659247134,0.0,core,D20250206,2025-02-06,0.88769233,0
D30003600187,-12.64810142,28.03369747,612256.9355434413,8601557.14737134,0.0,core,D20250206,2025-02-06,0.9249573,1
D30003600190,-12.64807954,28.03360347,612246.7359325031,8601559.6076248,0.0,core,D20250206,2025-02-06,0.69470084,0
D30003600196,-12.64803771,28.03342379,612227.2394834697,8601564.311093902,0.0,core,D20250206,2025-02-06,0.44358975,0
D30003600197,-12.6480312,28.03339577,612224.1991249411,8601565.043117423,0.0,core,D20250206,2025-02-06,0.65589744,0
D30003600324,-12.6471055,28.02942053,611792.8584280444,8601669.12705517,0.0,core,D20250206,2025-02-06,0.8360684,0
D30003600512,-12.64578052,28.02372925,611175.3109101047,8601818.094036384,118.84857761437928,near-field,D20250206,2025-02-06,0.8374359,0
D30003600513,-12.64577342,28.02369877,611172.0035834891,8601818.89224177,121.99319652009675,near-field,D20250206,2025-02-06,0.7459829,0
D30003700043,-12.64927932,28.03819568,612744.961394237,8601424.937502367,361.006074535954,near-field,D20250206,2025-02-06,0.7842735,0
D30003700044,-12.64927235,28.0381657,612741.7083901803,8601425.721304227,357.6783747336355,near-field,D20250206,2025-02-06,0.2582906,0
D30003700153,-12.64847742,28.03475172,612371.2712894201,8601515.109282754,0.0,core,D20250206,2025-02-06,0.48051283,0
D30003700165,-12.64839238,28.03438641,612331.632860558,8601524.671568716,0.0,core,D20250206,2025-02-06,0.46871796,0
D30003700187,-12.64822399,28.03366359,612253.2023408447,8601543.605708016,0.0,core,D20250206,2025-02-06,0.8319658,0
D30003700192,-12.64818661,28.03350311,612235.7892362816,8601547.808777072,0.0,core,D20250206,2025-02-06,0.99196583,1
D30003700196,-12.64815992,28.03338839,612223.3413675479,8601550.809895689,0.0,core,D20250206,2025-02-06,0.0025641026,0
D30003700201,-12.64812736,28.03324841,612208.1526179846,8601554.471062914,0.0,core,D20250206,2025-02-06,0.37965813,0
D30003700209,-12.64807095,28.03300607,612181.8571459581,8601560.813917855,0.0,core,D20250206,2025-02-06,0.0,0
D30003700216,-12.64801906,28.03278327,612157.6818951895,8601566.648460247,0.0,core,D20250206,2025-02-06,0.7801709,0
D30003800044,-12.6493977,28.03814369,612739.2629175009,8601411.867103292,357.07091645491545,near-field,D20250206,2025-02-06,0.113504276,0
D30003800046,-12.64938402,28.03808491,612732.8849551816,8601413.405441064,350.5462948069043,near-field,D20250206,2025-02-06,0.35880342,0
D30003800051,-12.64934964,28.03793717,612716.8543256687,8601417.271527357,334.14710274201616,near-field,D20250206,2025-02-06,0.7482051,0
D30003800052,-12.64934286,28.03790801,612713.6902970338,8601418.033958726,330.9104125207002,near-field,D20250206,2025-02-06,0.91470087,1
D30003800153,-12.64860124,28.03472322,612368.1217992718,8601501.427069684,0.0,core,D20250206,2025-02-06,0.0,0
D30003800199,-12.6482627,28.03326947,612210.3807919959,8601539.493473247,0.0,core,D20250206,2025-02-06,0.5160684,0
D30003800205,-12.6482211,28.03309072,612190.9852582199,8601544.17108134,0.0,core,D20250206,2025-02-06,0.0,0
D30003800227,-12.64805729,28.0323874,612114.6704828194,8601562.589917742,0.0,core,D20250206,2025-02-06,0.97897434,1
D30003800228,-12.64804971,28.03235487,612111.1407666202,8601563.44220329,0.0,core,D20250206,2025-02-06,0.98376065,1
D30003800229,-12.64804203,28.03232193,612107.5665645257,8601564.305724038,0.0,core,D20250206,2025-02-06,0.7936752,0
D30003800262,-12.64780127,28.03128802,611995.3804501221,8601591.376509078,0.0,core,D20250206,2025-02-06,0.8899145,0
D30003900059,-12.64942115,28.03768372,612689.29630766,8601409.47173215,307.89716852519354,near-field,D20250206,2025-02-06,0.90068376,0
D30003900223,-12.64820844,28.03247635,612124.2652117587,8601545.834663419,0.0,core,D20250206,2025-02-06,0.87042737,0
D30003900228,-12.64817175,28.03231879,612107.168927912,8601549.960086832,0.0,core,D20250206,2025-02-06,0.98991454,1
D30003900229,-12.64816419,28.03228633,612103.6468070084,8601550.810129574,0.0,core,D20250206,2025-02-06,0.87880343,0
D30003900240,-12.64808248,28.03193549,612065.5783756139,8601559.997535976,0.0,core,D20250206,2025-02-06,0.9873504,1
D30003900253,-12.64799089,28.03154207,612022.8896955127,8601570.295846276,0.0,core,D20250206,2025-02-06,0.9726496,1
D30003900256,-12.64796863,28.0314465,612012.5197172812,8601572.798713796,0.0,core,D20250206,2025-02-06,0.98205125,1
D30003900257,-12.64796114,28.0314143,612009.025799238,8601573.64089106,0.0,core,D20250206,2025-02-06,0.98820513,1
D30003900260,-12.64793843,28.03131685,611998.4518317265,8601576.194327964,0.0,core,D20250206,2025-02-06,0.96410257,1
D30003900276,-12.64782287,28.03082055,611944.5999416086,8601589.187628707,0.0,core,D20250206,2025-02-06,0.6259829,0
D30003900277,-12.64781599,28.03079098,611941.3913940447,8601589.961206244,0.0,core,D20250206,2025-02-06,0.0,0
D30003900284,-12.64776664,28.03057898,611918.3879480889,8601595.509995166,0.0,core,D20250206,2025-02-06,0.98649573,1
D30003900302,-12.64763835,28.03002795,611858.5974080284,8601609.934471147,0.0,core,D20250206,2025-02-06,0.9897436,1
D30003900321,-12.6475058,28.02945851,611796.8091915997,8601624.83783732,0.0,core,D20250206,2025-02-06,0.7887179,0
D30004000146,-12.64890008,28.03488604,612385.674619612,8601468.305510944,0.0,core,D20250206,2025-02-06,0.0,0
D30004000148,-12.64888567,28.03482416,612378.9602666616,8601469.925836284,0.0,core,D20250206,2025-02-06,0.6957265,0
D30004000232,-12.64826503,28.03215916,612089.7911134035,8601539.71175436,0.0,core,D20250206,2025-02-06,0.7801709,0
D30004000236,-12.64823497,28.03203012,612075.7894404972,8601543.091663597,0.0,core,D20250206,2025-02-06,0.8247863,0
D30004000239,-12.64821268,28.03193444,612065.4075416571,8601545.59791672,0.0,core,D20250206,2025-02-06,0.662906,0
D30004000248,-12.64814853,28.03165887,612035.5063848472,8601552.810909564,0.0,core,D20250206,2025-02-06,0.067179486,0
D30004000255,-12.64809855,28.03144419,612012.2121865548,8601558.43060382,0.0,core,D20250206,2025-02-06,0.8507692,0
D30004000258,-12.64807637,28.03134898,612001.8812761782,8601560.924465641,0.0,core,D20250206,2025-02-06,0.6697436,0
D30004000259,-12.64806895,28.03131712,611998.4242556691,8601561.75875417,0.0,core,D20250206,2025-02-06,0.89965814,0
D30004000277,-12.64794073,28.03076637,611938.6641945897,8601576.17554587,0.0,core,D20250206,2025-02-06,0.6996581,0
D30004000283,-12.64789929,28.03058832,611919.3445619147,8601580.834967526,0.0,core,D20250206,2025-02-06,0.7095727,0
D30004000286,-12.64787827,28.03049801,611909.545312732,8601583.198402774,0.0,core,D20250206,2025-02-06,0.5726496,0
D30004000289,-12.64785688,28.03040615,611899.5778806261,8601585.603419311,0.0,core,D20250206,2025-02-06,0.8576068,0
D30004000290,-12.64784937,28.03037389,611896.0774509956,8601586.44781995,0.0,core,D20250206,2025-02-06,0.8271795,0
D30004000293,-12.64782722,28.0302788,611885.7595434415,8601588.938268598,0.0,core,D20250206,2025-02-06,0.23128206,0
D30004000314,-12.64768338,28.02966071,611818.692505546,8601605.111161131,0.0,core,D20250206,2025-02-06,0.77555555,0
D30004000315,-12.64767674,28.02963219,611815.5978881076,8601605.857731387,0.0,core,D20250206,2025-02-06,0.86991453,0
D30004000320,-12.64763995,28.02947423,611798.4581381583,8601609.994193466,0.0,core,D20250206,2025-02-06,0.9601709,1
D30004000428,-12.64687089,28.0261711,611440.0446677349,8601696.461024603,0.0,core,D20250206,2025-02-06,0.8047863,0
D30004000429,-12.64686391,28.02614112,611436.7916126664,8601697.245777661,0.0,core,D20250206,2025-02-06,0.85846156,0
D30004100077,-12.64954117,28.0370784,612623.5012384782,8601396.458236132,245.8082982789773,near-field,D20250206,2025-02-06,0.55435896,0
D30004100145,-12.64903387,28.0349002,612387.15397452,8601453.50229252,2.885404368492333,buffer,D20250206,2025-02-06,0.32393163,0
D30004100146,-12.64902663,28.03486911,612383.7805240733,8601454.316391151,0.9047742184420746,buffer,D20250206,2025-02-06,0.48051283,0
D30004100221,-12.64847065,28.03248188,612124.7513718877,8601516.831965012,0.0,core,D20250206,2025-02-06,0.63641024,0
D30004100242,-12.64831571,28.03181657,612052.5609665652,8601534.25332772,0.0,core,D20250206,2025-02-06,0.9475214,1
D30004100253,-12.64823629,28.0314755,612015.5526493632,8601543.183209926,0.0,core,D20250206,2025-02-06,0.41418803,0
D30004100256,-12.648214,28.03137978,612005.1664026747,8601545.68945775,0.0,core,D20250206,2025-02-06,0.7552137,0
D30004100259,-12.64819207,28.0312856,611994.947253964,8601548.155226512,0.0,core,D20250206,2025-02-06,0.9035897,0
D30004100261,-12.64817743,28.03122274,611988.1265314557,8601549.801313616,0.0,core,D20250206,2025-02-06,0.36547008,0
D30004100262,-12.64817012,28.03119134,611984.7194238362,8601550.623237692,0.0,core,D20250206,2025-02-06,0.006666667,0
D30004100283,-12.64802495,28.03056762,611917.0416308503,8601566.945881603,0.0,core,D20250206,2025-02-06,0.6880342,0
D30004100284,-12.64801817,28.03053847,611913.8786572132,8601567.708216557,0.0,core,D20250206,2025-02-06,0.9777778,1
D30004100289,-12.64798332,28.03038877,611897.6351984874,8601571.626644894,0.0,core,D20250206,2025-02-06,0.8196581,0
D30004100290,-12.64797573,28.03035618,611894.0989647303,8601572.48003454,0.0,core,D20250206,2025-02-06,0.6288889,0
D30004100312,-12.64782103,28.02969161,611821.988587766,8601589.873928262,0.0,core,D20250206,2025-02-06,0.55059826,0
D30004100330,-12.64769141,28.02913496,611761.5882279451,8601604.447696721,0.0,core,D20250206,2025-02-06,0.48051283,0
D30004100337,-12.64764114,28.02891904,611738.1594027387,8601610.099762134,0.0,core,D20250206,2025-02-06,0.0,0
D30004100338,-12.64763401,28.02888841,611734.8358330547,8601610.90141831,0.0,core,D20250206,2025-02-06,0.8535043,0
D30004100339,-12.64762689,28.02885784,611731.5187753597,8601611.701942462,0.0,core,D20250206,2025-02-06,0.5497436,0
D30004100344,-12.6475918,28.02870713,611715.1656844463,8601615.647237659,0.0,core,D20250206,2025-02-06,0.9924786,1
D30004100375,-12.64737537,28.02777736,611614.2790194367,8601639.981117407,0.0,core,D20250206,2025-02-06,0.73025644,0
D30004100427,-12.64700093,28.02616934,611439.7971135864,8601682.079426063,0.0,core,D20250206,2025-02-06,0.5319658,0
D30004100428,-12.64699406,28.02613982,611436.5939723644,8601682.851817371,0.0,core,D20250206,2025-02-06,0.6738461,0
D30004100522,-12.64633427,28.02330576,611129.0766458377,8601757.029558158,173.94877890855213,near-field,D20250206,2025-02-06,0.98615384,1
D30004200090,-12.64956736,28.03663069,612574.8650115783,8601393.754344814,199.73536793038505,near-field,D20250206,2025-02-06,0.937265,1
D30004200146,-12.64915217,28.03484792,612381.4242024745,8601440.44080707,14.85041913488074,buffer,D20250206,2025-02-06,0.0,0
D30004200193,-12.64879734,28.03332458,612216.1326454008,8601480.338834945,0.0,core,D20250206,2025-02-06,0.1451282,0
D30004200246,-12.64841265,28.03167254,612036.8758723654,8601523.59348868,0.0,core,D20250206,2025-02-06,0.014529915,0
D30004200260,-12.64830969,28.03123042,611988.9029865512,8601535.170124665,0.0,core,D20250206,2025-02-06,0.8769231,0
D30004200261,-12.64830237,28.03119898,611985.491540775,8601535.993172102,0.0,core,D20250206,2025-02-06,0.28957266,0
D30004200263,-12.6482875,28.03113513,611978.5633991776,8601537.665118795,0.0,core,D20250206,2025-02-06,0.5974359,0
D30004200264,-12.64828006,28.0311032,611975.0987872616,8601538.501646621,0.0,core,D20250206,2025-02-06,0.49811965,0
D30004200312,-12.64794507,28.02966402,611818.9380995922,8601576.166954348,0.0,core,D20250206,2025-02-06,0.5822222,0
D30004200375,-12.64749896,28.02774785,611611.0202975997,8601626.324717944,0.0,core,D20250206,2025-02-06,0.7969231,0
D30004200379,-12.64747079,28.02762685,611597.8909332876,8601629.491920825,0.0,core,D20250206,2025-02-06,0.7757265,0
D30004200399,-12.64733106,28.02702658,611532.7573060219,8601645.20195294,0.0,core,D20250206,2025-02-06,0.89213675,0
D30004200426,-12.64713088,28.02616716,611439.5039825792,8601667.707960242,0.0,core,D20250206,2025-02-06,0.94393164,1
D30004200427,-12.64712416,28.02613828,611436.3702873089,8601668.463489149,0.0,core,D20250206,2025-02-06,0.81264955,0
D30004200428,-12.64711733,28.02610897,611433.1899380027,8601669.231366772,0.0,core,D20250206,2025-02-06,0.93777776,1
D30004200502,-12.64659277,28.02385598,611188.7234248526,8601728.205875607,119.46197105090536,near-field,D20250206,2025-02-06,0.98273504,1
D30004300090,-12.64969097,28.03660127,612571.6156029154,8601380.095768373,201.33155792520188,near-field,D20250206,2025-02-06,0.09059829,0
D30004300091,-12.6496832,28.03656796,612568.0012881736,8601380.969463274,197.6529121085149,near-field,D20250206,2025-02-06,0.78,0
D30004300168,-12.64911219,28.03411609,612301.9592482443,8601445.176868258,12.733390621491749,buffer,D20250206,2025-02-06,0.6965812,0
D30004300183,-12.64899816,28.03362658,612248.8444812817,8601457.998644762,1.6674241187604701,buffer,D20250206,2025-02-06,0.8046154,0
D30004300343,-12.64784832,28.02868811,611712.9884129566,8601587.284374809,0.0,core,D20250206,2025-02-06,0.91162395,1
D30004300354,-12.64777306,28.02836475,611677.901597561,8601595.746147035,0.0,core,D20250206,2025-02-06,0.31726494,0
D30004300355,-12.64776626,28.02833552,611674.7299364741,8601596.51070074,0.0,core,D20250206,2025-02-06,0.55948716,0
D30004300384,-12.64756009,28.02745002,611578.6469488804,8601619.690809505,0.0,core,D20250206,2025-02-06,0.79726493,0
D30004300393,-12.64749802,28.02718334,611549.7102555276,8601626.669436764,0.0,core,D20250206,2025-02-06,0.0,0
D30004300417,-12.64731972,28.02641787,611466.6512613151,8601646.715565305,0.0,core,D20250206,2025-02-06,0.025641026,0
D30004300419,-12.64730464,28.02635313,611459.626501786,8601648.410985911,0.0,core,D20250206,2025-02-06,0.9352137,1
D30004400103,-12.6497147,28.03614311,612521.84554445,8601377.668361412,157.44029944478376,near-field,D20250206,2025-02-06,0.8528205,0
D30004400116,-12.64961185,28.03570176,612473.956619544,8601389.233355206,110.8906808411983,near-field,D20250206,2025-02-06,0.8398291,0
D30004400138,-12.64945867,28.03504362,612402.5446325478,8601406.457912575,51.85593158393828,buffer,D20250206,2025-02-06,0.868547,0
D30004400350,-12.64792512,28.02845753,611687.9121581584,8601578.888781067,0.0,core,D20250206,2025-02-06,0.14478633,0
D30004400417,-12.64744523,28.02639653,611464.2791077455,8601632.843322845,0.0,core,D20250206,2025-02-06,0.47264957,0
D30004500132,-12.64962404,28.03519361,612418.7623242236,8601388.103581775,75.18579069079048,buffer,D20250206,2025-02-06,0.8820513,0
D30004600101,-12.64997809,28.03615367,612522.8770603082,8601348.532949181,174.46261264359643,near-field,D20250206,2025-02-06,0.7463248,0
D30004600132,-12.64974695,28.03516122,612415.1907344051,8601374.52368959,86.19483071204856,buffer,D20250206,2025-02-06,0.91641027,1
D30004600428,-12.64761478,28.02600408,611421.5822698808,8601614.25835914,0.0,core,D20250206,2025-02-06,0.9866667,1
D30004600430,-12.64760037,28.02594222,611414.8700177523,8601615.87844099,0.0,core,D20250206,2025-02-06,0.9709402,1
D30004600431,-12.64759349,28.02591266,611411.6625437092,8601616.65195308,0.0,core,D20250206,2025-02-06,0.9863248,1
D30004700129,-12.64989075,28.03521857,612421.3564416224,8601358.594801977,103.27479214850494,near-field,D20250206,2025-02-06,0.25452992,0
D30004700134,-12.6498556,28.03506756,612404.9710063288,8601362.547278725,94.80838860662203,buffer,D20250206,2025-02-06,0.04991453,0
D30004700135,-12.64984859,28.03503744,612401.702815875,8601363.335525665,93.39228403452522,buffer,D20250206,2025-02-06,0.14119658,0
D30004700136,-12.64984158,28.03500733,612398.4357113439,8601364.123767918,92.0773703454119,buffer,D20250206,2025-02-06,0.53897434,0
D30004700427,-12.64774764,28.02601431,611422.635710462,8601599.55976367,0.0,core,D20250206,2025-02-06,0.64,0
D30004800134,-12.64997869,28.03503595,612401.4840604375,8601348.947142223,107.54073718923148,near-field,D20250206,2025-02-06,0.06683761,0
D30004800480,-12.64749308,28.02436077,611243.158117952,8601628.417597564,81.07126296803952,buffer,D20250206,2025-02-06,1.0,1
D30004900129,-12.65013788,28.03515936,612414.8176371191,8601331.28773838,127.48151030439898,near-field,D20250206,2025-02-06,0.81470084,0
D30004900430,-12.64797691,28.02587826,611407.7601551444,8601574.260574333,0.0,core,D20250206,2025-02-06,0.47418803,0
D30004900497,-12.64750162,28.02383688,611186.2556926956,8601627.695778022,137.40400005032475,near-field,D20250206,2025-02-06,0.9965812,1
D30005000453,-12.64794391,28.02517591,611331.4936267185,8601578.209341552,1.5376851767944628,buffer,D20250206,2025-02-06,0.91470087,1
D30005000502,-12.64759145,28.02366234,611167.2603575662,8601617.83480848,157.69306094533005,near-field,D20250206,2025-02-06,0.9208547,1
D30005000507,-12.6475564,28.02351177,611150.9223992798,8601621.775289124,173.2276553383955,near-field,D20250206,2025-02-06,0.97384614,1
D30005000508,-12.64754943,28.02348181,611147.6715155115,8601622.558894685,176.31875897121427,near-field,D20250206,2025-02-06,0.9617094,1
D30005100502,-12.64771536,28.02363418,611164.1483387677,8601604.142409166,162.87990681584841,near-field,D20250206,2025-02-06,0.93435895,1
D30005100508,-12.64767319,28.02345308,611144.4976643005,8601608.883326016,181.5641010683259,near-field,D20250206,2025-02-06,0.98923075,1
D30005100509,-12.64766636,28.0234237,611141.3097140347,8601609.651200652,184.5954509292924,near-field,D20250206,2025-02-06,0.9492308,1
