ID,Fi,Lambda,E_utm,N_utm,distance_m,label_text,epoch_col,epoch_date,risk_pk,top20
D10115519356,-33.48324061,149.00341155,686138.444305551,6293343.074136412,2196.1374689937543,far-field,D20171215,2017-12-15,0.33739597,0
D10115519362,-33.48318143,149.00315988,686115.184339258,6293350.08822713,2194.1081942219867,far-field,D20171215,2017-12-15,0.93779725,1
D10115519363,-33.483172,149.00311975,686111.4754081927,6293351.205927545,2193.808626187941,far-field,D20171215,2017-12-15,0.3645214,0
D10115519367,-33.4831343,149.00295932,686096.6479966778,6293355.674335288,2192.6790868024596,far-field,D20171215,2017-12-15,0.4662604,0
D10115519370,-33.48310718,149.00284387,686085.9777397099,6293358.888806023,2191.9325137115165,far-field,D20171215,2017-12-15,0.56866825,0
D10115519377,-33.48304167,149.00256515,686060.2176010369,6293366.65322399,2190.366568480234,far-field,D20171215,2017-12-15,0.9670036,1
D10115519386,-33.48294977,149.00217445,686024.1080220216,6293377.544798735,2188.7336994644147,far-field,D20171215,2017-12-15,0.8370987,1
D10115519394,-33.48286752,149.00182477,685991.7895598421,6293387.292591196,2187.8224190973633,far-field,D20171215,2017-12-15,0.91067183,1
D10115519400,-33.4828067,149.00156621,685967.8926460951,6293394.5005316455,2187.483593559842,far-field,D20171215,2017-12-15,0.2641944,0
D10115519403,-33.48277852,149.00144629,685956.8091978703,6293397.840413436,2187.4200721380553,far-field,D20171215,2017-12-15,0.14618014,0
D10115519405,-33.4827596,149.00136583,685949.3728114947,6293400.082699709,2187.413139840587,far-field,D20171215,2017-12-15,0.106049344,0
D10115519408,-33.48273219,149.00124915,685938.588786342,6293403.331366143,2187.4491773676195,far-field,D20171215,2017-12-15,0.079964325,0
D10115519409,-33.48272345,149.00121193,685935.1487583227,6293404.367266187,2187.4724869527167,far-field,D20171215,2017-12-15,0.025118906,0
D10115519410,-33.48271489,149.00117549,685931.7808272699,6293405.381806584,2187.501360854289,far-field,D20171215,2017-12-15,0.21224733,0
D10115519411,-33.48270614,149.00113824,685928.3380315157,6293406.418866826,2187.5366911744645,far-field,D20171215,2017-12-15,0.4638823,0
D10115519412,-33.48269738,149.00110092,685924.888751637,6293407.457160148,2187.5773220563074,far-field,D20171215,2017-12-15,0.44002676,0
D10115519413,-33.48268858,149.00106349,685921.4293347038,6293408.500085051,2187.625548338525,far-field,D20171215,2017-12-15,0.14632878,0
D10115519414,-33.48267978,149.00102599,685917.9634122544,6293409.543134062,2187.6780816083165,far-field,D20171215,2017-12-15,0.03307075,0
D10115519416,-33.48266278,149.00095358,685911.2709617955,6293411.55805205,2187.7972925986264,far-field,D20171215,2017-12-15,0.5959423,0
D10115519417,-33.48265468,149.00091906,685908.0804613649,6293412.51813314,2187.861505988745,far-field,D20171215,2017-12-15,0.091706306,0
D10115519418,-33.48264669,149.00088502,685904.9343298438,6293413.465154953,2187.930074483304,far-field,D20171215,2017-12-15,0.1756094,0
D10115519419,-33.48263875,149.00085117,685901.8057468871,6293414.406290652,2188.0025688699047,far-field,D20171215,2017-12-15,0.42315695,0
D10115519448,-33.48239934,148.99983115,685807.5305581455,6293442.7821515,2192.4865394310254,far-field,D20171215,2017-12-15,0.2043698,0
D10115519466,-33.48223566,148.99913457,685743.1493669965,6293462.180225505,2198.0984991213254,far-field,D20171215,2017-12-15,0.6659483,0
D10115519471,-33.4821883,148.99893309,685724.5276326612,6293467.792751325,2200.103995757318,far-field,D20171215,2017-12-15,0.5674792,0
D10115619016,-33.48667473,149.0174623,687436.7204914205,6292936.958392436,2554.233090155601,far-field,D20171215,2017-12-15,0.020882878,0
D10115619017,-33.48666578,149.01742416,687433.1957244608,6292938.019791272,2552.3552290410485,far-field,D20171215,2017-12-15,0.46336207,0
D10115619019,-33.48664768,149.01734709,687426.0732108309,6292940.166190818,2548.5737337924097,far-field,D20171215,2017-12-15,0.20065399,0
D10115619020,-33.48663799,149.01730584,687422.2610480847,6292941.315264872,2546.556574196834,far-field,D20171215,2017-12-15,0.37737814,0
D10115619021,-33.48662827,149.01726445,687418.4359400377,6292942.46791707,2544.5369990021086,far-field,D20171215,2017-12-15,0.5984691,0
D10115619022,-33.48661851,149.01722294,687414.5997666838,6292943.625220241,2542.5171725196915,far-field,D20171215,2017-12-15,0.92627823,1
D10115619029,-33.48655568,149.01695532,687389.8672698657,6292951.076042967,2529.6014077298923,far-field,D20171215,2017-12-15,0.6536861,0
D10115619030,-33.4865476,149.01692084,687386.6807150457,6292952.034336591,2527.950569784795,far-field,D20171215,2017-12-15,0.88443816,1
D10115619033,-33.48652322,149.01681687,687377.0720998902,6292954.925693276,2522.993938920779,far-field,D20171215,2017-12-15,0.6817033,0
D10115619034,-33.48651423,149.0167786,687373.5353273082,6292955.991740253,2521.1783235218454,far-field,D20171215,2017-12-15,0.91119206,1
D10115619036,-33.48649621,149.01670186,687366.4432817053,6292958.128627104,2517.549437291534,far-field,D20171215,2017-12-15,0.22733353,0
D10115619037,-33.4864872,149.01666348,687362.8963286125,6292959.197086571,2515.7405516828917,far-field,D20171215,2017-12-15,0.57647145,0
D10115619038,-33.48647819,149.01662511,687359.350304033,6292960.265526647,2513.9364761710212,far-field,D20171215,2017-12-15,0.6573276,0
D10115619040,-33.48646018,149.01654838,687352.2591604216,6292962.401275773,2510.340685924375,far-field,D20171215,2017-12-15,0.41052318,0
D10115619042,-33.48644217,149.01647167,687345.1698724197,6292964.536983437,2506.762913401515,far-field,D20171215,2017-12-15,0.6481867,0
D10115619045,-33.48641516,149.01635663,687334.5382473812,6292967.739935291,2501.428964207401,far-field,D20171215,2017-12-15,0.28247622,0
D10115619047,-33.48639717,149.01628,687327.456343001,6292969.873267259,2497.896853119876,far-field,D20171215,2017-12-15,0.44723544,0
D10115619049,-33.48637989,149.01620639,687320.653532705,6292971.922407104,2494.5197979138243,far-field,D20171215,2017-12-15,0.33516645,0
D10115619051,-33.48636284,149.01613371,687313.9366424254,6292973.944357497,2491.199857126057,far-field,D20171215,2017-12-15,0.29124555,0
D10115619054,-33.48633786,149.01602724,687304.0969734533,6292976.906689027,2486.3644012591785,far-field,D20171215,2017-12-15,0.5442182,0
D10115619055,-33.48632962,149.01599209,687300.8484896207,6292977.883906011,2484.774731933021,far-field,D20171215,2017-12-15,0.3116082,0
D10115619060,-33.48628798,149.01581458,687284.443465162,6292982.821944208,2476.8043787464053,far-field,D20171215,2017-12-15,0.28953627,0
D10115619061,-33.48627954,149.01577863,687281.1210702731,6292983.822777154,2475.2020623245435,far-field,D20171215,2017-12-15,0.6380054,0
D10115619106,-33.48591136,149.0142089,687136.0498157112,6293027.483850987,2409.044623868511,far-field,D20171215,2017-12-15,0.54198873,0
D10115619108,-33.48589428,149.01413612,687129.3236276242,6293029.509176471,2406.165271293994,far-field,D20171215,2017-12-15,0.5282402,0
D10115619109,-33.48588555,149.01409891,687125.8847445213,6293030.544386046,2404.6995391450696,far-field,D20171215,2017-12-15,0.3922414,0
D10115619110,-33.48587654,149.01406054,687122.3386724308,6293031.612736593,2403.1934669799593,far-field,D20171215,2017-12-15,0.15710464,0
D10115619111,-33.48586584,149.01401506,687118.135552629,6293032.881318318,2401.416238988885,far-field,D20171215,2017-12-15,0.78916466,1
D10115619226,-33.48471466,149.00911816,686665.5715223686,6293169.360039806,2252.219089309796,far-field,D20171215,2017-12-15,0.19426279,0
D10115619229,-33.48468741,149.00900213,686654.8480086878,6293172.590617356,2249.765795285122,far-field,D20171215,2017-12-15,0.45013377,0
D10115619230,-33.48467798,149.00896202,686651.141055246,6293173.708495256,2248.9310545311137,far-field,D20171215,2017-12-15,0.13057372,0
D10115619231,-33.48466852,149.00892176,686647.4202267646,6293174.829968307,2248.0990687835347,far-field,D20171215,2017-12-15,0.29124555,0
D10115619233,-33.48464949,149.0088408,686639.93791683,6293177.085899723,2246.446067878497,far-field,D20171215,2017-12-15,0.19426279,0
D10115619234,-33.48463992,149.00880007,686636.1736476314,6293178.220412003,2245.623913795437,far-field,D20171215,2017-12-15,0.30818966,0
D10115619235,-33.48463024,149.00875886,686632.3650100119,6293179.367984407,2244.7984968579176,far-field,D20171215,2017-12-15,0.2144025,0
D10115619236,-33.48461999,149.00871527,686628.3364348592,6293180.58304529,2243.9338288370327,far-field,D20171215,2017-12-15,0.4160969,0
D10115619238,-33.48459959,149.00862853,686620.3199539218,6293183.001281172,2242.236055288185,far-field,D20171215,2017-12-15,0.5802616,0
D10115619239,-33.48458929,149.00858473,686616.271969191,6293184.222259248,2241.390034659795,far-field,D20171215,2017-12-15,0.29399523,0
D10115619240,-33.48457891,149.00854059,686612.1925609094,6293185.452718532,2240.5451980805105,far-field,D20171215,2017-12-15,0.06866825,0
D10115619242,-33.48455661,149.00844585,686603.4367542601,6293188.09602531,2238.760245630842,far-field,D20171215,2017-12-15,0.109690845,0
D10115619243,-33.48454462,149.00839492,686598.7298407354,6293189.517228222,2237.815756204914,far-field,D20171215,2017-12-15,0.53203034,0
D10115619244,-33.48453275,149.00834453,686594.07284767,6293190.924150499,2236.8922289567827,far-field,D20171215,2017-12-15,0.27563912,0
D10115619245,-33.48452101,149.00829467,686589.464824409,6293192.315701237,2235.9879439641486,far-field,D20171215,2017-12-15,0.5419144,0
D10115619247,-33.48449795,149.00819668,686580.408632511,6293195.049109839,2234.2386354427563,far-field,D20171215,2017-12-15,0.7013971,0
D10115619248,-33.48448667,149.00814876,686575.9798922793,6293196.386154538,2233.3975544444424,far-field,D20171215,2017-12-15,0.60969085,0
D10115619250,-33.48446411,149.00805292,686567.1224084818,6293199.060237672,2231.7432032580864,far-field,D20171215,2017-12-15,0.10976516,0
D10115619251,-33.48445283,149.00800501,686562.6945941576,6293200.397258127,2230.930357580554,far-field,D20171215,2017-12-15,0.5149376,0
D10115619253,-33.48443048,149.00791004,686553.9174975476,6293203.046476922,2229.3455805611443,far-field,D20171215,2017-12-15,0.7022146,0
D10115619254,-33.48441963,149.00786391,686549.6541632046,6293204.332606768,2228.588389855708,far-field,D20171215,2017-12-15,0.0761742,0
D10115619255,-33.48440882,149.00781796,686545.4074684521,6293205.613975339,2227.8429790714877,far-field,D20171215,2017-12-15,0.008174792,0
D10115619256,-33.48439805,149.00777221,686541.1792717866,6293206.890546712,2227.1100477629,far-field,D20171215,2017-12-15,0.37239894,0
D10115619258,-33.48437661,149.00768107,686532.7561137783,6293209.4319472015,2225.6738149966955,far-field,D20171215,2017-12-15,0.07624851,0
D10115619259,-33.48436544,149.00763363,686528.3717294534,6293210.755908279,2224.9406439853274,far-field,D20171215,2017-12-15,0.2851516,0
D10115619265,-33.48429201,149.00732184,686499.5562423796,6293219.459257467,2220.352790514261,far-field,D20171215,2017-12-15,0.7766796,1
D10115619271,-33.48421622,149.00700018,686469.8286012434,6293228.44196393,2216.041796238677,far-field,D20171215,2017-12-15,0.5415428,0
D10115619272,-33.48420404,149.00694845,686465.047719625,6293229.885607231,2215.38744872236,far-field,D20171215,2017-12-15,0.9444114,1
D10115619275,-33.48416808,149.00679577,686450.9370647279,6293234.147694181,2213.5218414592805,far-field,D20171215,2017-12-15,0.56591856,0
D10115619276,-33.48415705,149.00674887,686446.602539302,6293235.455121648,2212.9665072582206,far-field,D20171215,2017-12-15,0.017092748,0
D10115619279,-33.4841241,149.00660887,686433.663703889,6293239.360609312,2211.365609654562,far-field,D20171215,2017-12-15,0.88116825,1
D10115619281,-33.4841027,149.00651791,686425.257135262,6293241.897154213,2210.3683097571006,far-field,D20171215,2017-12-15,0.4790428,0
D10115619282,-33.48409265,149.00647516,686421.3061409862,6293243.088438397,2209.910692228184,far-field,D20171215,2017-12-15,0.92806184,1
D10115619284,-33.48407255,149.00638967,686413.4050790307,6293245.470983816,2209.0186392643736,far-field,D20171215,2017-12-15,0.5295779,0
D10115619285,-33.48406249,149.00634692,686409.4541035338,6293246.663371968,2208.5848975177023,far-field,D20171215,2017-12-15,0.13956599,0
D10115619287,-33.48404244,149.00626162,686401.5705848397,6293249.040021416,2207.7398692698052,far-field,D20171215,2017-12-15,0.88666767,1
D10115619288,-33.48403298,149.00622138,686397.8515622577,6293250.16135964,2207.3519301545357,far-field,D20171215,2017-12-15,0.6681778,0
D10115619290,-33.48401425,149.00614167,686390.4846597287,6293252.3815787565,2206.602527854834,far-field,D20171215,2017-12-15,0.8472057,1
D10115619294,-33.48397702,149.00598325,686375.8432775283,6293256.794698024,2205.183879720351,far-field,D20171215,2017-12-15,0.8064061,1
D10115619298,-33.48394152,149.00583205,686361.8690945617,6293261.002981599,2203.8440866936644,far-field,D20171215,2017-12-15,0.41178656,0
D10115619301,-33.4839149,149.0057187,686351.3930856265,6293264.158536386,2202.8403678525874,far-field,D20171215,2017-12-15,0.35612366,0
D10115619303,-33.48389643,149.0056401,686344.1287534413,6293266.347893385,2202.145489613953,far-field,D20171215,2017-12-15,0.057074912,0
D10115619305,-33.48387782,149.00556091,686336.8098924425,6293268.553829348,2201.44552961124,far-field,D20171215,2017-12-15,0.21016647,0
D10115619309,-33.48384066,149.00540275,686322.1924763237,6293272.958635496,2200.046675131786,far-field,D20171215,2017-12-15,0.28411117,0
D10115619310,-33.48383145,149.00536355,686318.569543551,6293274.050351506,2199.699952643715,far-field,D20171215,2017-12-15,0.13057372,0
D10115619311,-33.48382221,149.00532421,686314.933664791,6293275.14564429,2199.3516905649913,far-field,D20171215,2017-12-15,0.16342153,0
D10115619313,-33.48380363,149.00524516,686307.627736948,6293277.347979331,2198.6532429558038,far-field,D20171215,2017-12-15,0.36110285,0
D10115619316,-33.48377554,149.0051256,686296.5777794989,6293280.6776362,2197.595663337105,far-field,D20171215,2017-12-15,0.5679994,0
D10115619317,-33.48376611,149.00508551,686292.8726093213,6293281.795336748,2197.2421862422093,far-field,D20171215,2017-12-15,0.80677766,1
D10115619320,-33.48373824,149.00496689,686281.9095211059,6293285.098892191,2196.192990005717,far-field,D20171215,2017-12-15,0.50966114,0
D10115619321,-33.48372891,149.00492719,686278.2403744962,6293286.204797466,2195.8420889495455,far-field,D20171215,2017-12-15,0.6599287,0
D10115619322,-33.48371954,149.00488729,686274.5527277582,6293287.315496061,2195.48869301418,far-field,D20171215,2017-12-15,0.44017538,0
D10115619323,-33.48370948,149.00484452,686270.5998626869,6293288.507861676,2195.1115350445175,far-field,D20171215,2017-12-15,0.07862663,0
D10115619324,-33.48369902,149.00480008,686266.4926682796,6293289.747580781,2194.7203941556945,far-field,D20171215,2017-12-15,0.3480975,0
D10115619325,-33.48368853,149.00475546,686262.3688106276,6293290.990947971,2194.3263856549356,far-field,D20171215,2017-12-15,0.17352854,0
D10115619326,-33.48367786,149.00471012,686258.1784313178,6293292.255566584,2193.9271289767184,far-field,D20171215,2017-12-15,0.77504456,1
D10115619327,-33.48366719,149.00466477,686253.9871217629,6293293.520201268,2193.5275383154385,far-field,D20171215,2017-12-15,0.5151605,0
D10115619329,-33.48364607,149.004575,686245.6904490518,6293296.023399245,2192.7364221151274,far-field,D20171215,2017-12-15,0.26627526,0
D10115619331,-33.48362237,149.00447436,686236.3891991199,6293298.832204233,2191.8518474051725,far-field,D20171215,2017-12-15,0.7829964,1
D10115619332,-33.48361046,149.00442381,686231.7173279705,6293300.243669676,2191.4081392489416,far-field,D20171215,2017-12-15,0.6319857,0
D10115619333,-33.48359871,149.00437392,686227.1064436969,6293301.636205345,2190.9697556817796,far-field,D20171215,2017-12-15,0.46559155,0
D10115619334,-33.48358675,149.00432313,686222.4123750629,6293303.053641541,2190.5232574721845,far-field,D20171215,2017-12-15,0.9140904,1
D10115619337,-33.48355509,149.00418854,686209.9733395866,6293306.806059385,2189.3366180538233,far-field,D20171215,2017-12-15,0.265978,0
D10115619338,-33.48354444,149.00414328,686205.7903390401,6293308.068293182,2188.937917978871,far-field,D20171215,2017-12-15,0.61102855,0
D10115619339,-33.48353395,149.00409871,686201.6711134701,6293309.311544015,2188.5455388387913,far-field,D20171215,2017-12-15,0.5413942,0
D10115619340,-33.48352347,149.00405414,686197.55186553,6293310.553684086,2188.15212162356,far-field,D20171215,2017-12-15,0.26716706,0
D10115619341,-33.48351349,149.00401169,686193.6285480699,6293311.736571605,2187.7772589793703,far-field,D20171215,2017-12-15,0.14543697,0
D10115619343,-33.48349349,149.00392665,686185.7689866067,6293314.107028678,2187.027025976672,far-field,D20171215,2017-12-15,0.37106124,0
D10115619344,-33.48348347,149.00388404,686181.8308840875,6293315.2946340935,2186.6509918413594,far-field,D20171215,2017-12-15,0.41877228,0
D10115619345,-33.4834735,149.00384163,686177.9112587457,6293316.476334341,2186.276413285652,far-field,D20171215,2017-12-15,0.4393579,0
D10115619346,-33.48346356,149.0037994,686174.008294895,6293317.654383225,2185.9046986461153,far-field,D20171215,2017-12-15,0.47465813,0
D10115619348,-33.48344375,149.00371511,686166.2180121018,6293320.002408532,2185.1596536285783,far-field,D20171215,2017-12-15,0.07275565,0
D10115619349,-33.48343382,149.00367289,686162.3159535172,6293321.179325666,2184.78722936011,far-field,D20171215,2017-12-15,0.16252972,0
D10115619352,-33.48340404,149.00354626,686150.6125389506,6293324.708904579,2183.6699052096887,far-field,D20171215,2017-12-15,0.98885256,1
D10115619353,-33.48339412,149.00350406,686146.7123140254,6293325.884670405,2183.297101368483,far-field,D20171215,2017-12-15,0.8162158,1
D10115619356,-33.48336503,149.00338031,686135.2750379925,6293329.332547299,2182.20606238933,far-field,D20171215,2017-12-15,0.07989001,0
D10115619358,-33.48334562,149.00329777,686127.6465018333,6293331.633044143,2181.503347461757,far-field,D20171215,2017-12-15,0.69626933,0
D10115619359,-33.48333587,149.00325628,686123.8118851917,6293332.788675036,2181.1603220785223,far-field,D20171215,2017-12-15,0.15665874,0
D10115619361,-33.48331654,149.00317407,686116.213838335,6293335.079699203,2180.5033395566675,far-field,D20171215,2017-12-15,0.31502676,0
D10115619363,-33.48329776,149.00309415,686108.8274109544,6293337.305618657,2179.890953048022,far-field,D20171215,2017-12-15,0.62299347,0
D10115619364,-33.48328833,149.00305401,686105.1175550851,6293338.423334762,2179.593374756418,far-field,D20171215,2017-12-15,0.20005946,0
D10115619369,-33.48324198,149.00285678,686086.889004468,6293343.916955847,2178.232313476956,far-field,D20171215,2017-12-15,0.31309453,0
D10115619370,-33.48323321,149.00281944,686083.4379237929,6293344.956452474,2177.992738844197,far-field,D20171215,2017-12-15,0.5373068,0
D10115619374,-33.48319849,149.0026716,686069.7740712669,6293349.071779091,2177.1021869190718,far-field,D20171215,2017-12-15,0.5471165,0
D10115619377,-33.4831689,149.00254574,686058.141741728,6293352.578792261,2176.4208249758617,far-field,D20171215,2017-12-15,0.71685493,0
D10115619392,-33.48301217,149.00187956,685996.5716487396,6293371.153391314,2173.9532733953743,far-field,D20171215,2017-12-15,0.11147443,0
D10115619394,-33.48299082,149.00178886,685988.1889257573,6293373.683534214,2173.7654277260676,far-field,D20171215,2017-12-15,0.56368905,0
D10115619400,-33.48292749,149.0015197,685963.312395809,6293381.1888059545,2173.4125453705524,far-field,D20171215,2017-12-15,0.43148038,0
D10115619401,-33.48291837,149.00148089,685959.7254381292,6293382.269704185,2173.386051600635,far-field,D20171215,2017-12-15,0.15257135,0
D10115619405,-33.48288093,149.00132159,685945.0023728813,6293386.707016254,2173.3455721836394,far-field,D20171215,2017-12-15,0.46514565,0
D10115619407,-33.48286293,149.00124493,685937.9171452699,6293388.840462743,2173.3630135435083,far-field,D20171215,2017-12-15,0.27311236,0
D10115619408,-33.48285437,149.0012085,685934.5501492564,6293389.8549864665,2173.380785510383,far-field,D20171215,2017-12-15,0.07966706,0
D10115619410,-33.48283741,149.00113627,685927.874356692,6293391.86515852,2173.4315600302853,far-field,D20171215,2017-12-15,0.43088585,0
D10115619412,-33.48282023,149.0010631,685921.111681377,6293393.901406553,2173.5057138909983,far-field,D20171215,2017-12-15,0.070972055,0
D10115619413,-33.48281161,149.00102639,685917.7187911132,6293394.9230795,2173.5516292557127,far-field,D20171215,2017-12-15,0.38213438,0
D10115619414,-33.48280299,149.00098969,685914.326829461,6293395.944733311,2173.603555636381,far-field,D20171215,2017-12-15,0.14840963,0
D10115619416,-33.48278669,149.0009202,685907.904236072,6293397.876792477,2173.715362014031,far-field,D20171215,2017-12-15,0.38488406,0
D10115619417,-33.48277858,149.00088566,685904.7119028606,6293398.838017432,2173.779498726131,far-field,D20171215,2017-12-15,0.010850178,0
D10115619419,-33.4827624,149.00081669,685898.3373710911,6293400.755831263,2173.9213335906243,far-field,D20171215,2017-12-15,0.17917657,0
D10115619450,-33.48250193,148.99970719,685795.7922472139,6293431.627291802,2179.018101761976,far-field,D20171215,2017-12-15,0.568148,0
D10115619453,-33.48247509,148.99959293,685785.231809573,6293434.808240794,2179.84279768911,far-field,D20171215,2017-12-15,0.89357907,1
D10115619454,-33.48246589,148.99955378,685781.6133916494,6293435.898551175,2180.1385172328305,far-field,D20171215,2017-12-15,0.94931626,1
D10115619457,-33.48243829,148.99943633,685770.7581334222,6293439.169473961,2181.0647148537732,far-field,D20171215,2017-12-15,0.91981274,1
D10115619458,-33.48242892,148.9993965,685767.0768856277,6293440.279847974,2181.3932088995243,far-field,D20171215,2017-12-15,0.45191735,0
D10115619462,-33.48239302,148.9992437,685752.9543931881,6293444.534447007,2182.7107375917317,far-field,D20171215,2017-12-15,0.976962,1
D10115619465,-33.4823667,148.99913164,685742.5972578143,6293447.653745428,2183.7388847367492,far-field,D20171215,2017-12-15,0.39246434,0
D10115619468,-33.48233975,148.99901693,685731.995206336,6293450.847638297,2184.847126566642,far-field,D20171215,2017-12-15,0.9337842,1
D10115619473,-33.48229255,148.99881614,685713.4372669971,6293456.441165575,2186.923466038658,far-field,D20171215,2017-12-15,0.7725921,1
D10115718975,-33.48718089,149.0190565,687583.7654487399,6292877.947023315,2626.5851444637574,far-field,D20171215,2017-12-15,0.56190544,0
D10115718996,-33.4869765,149.01818657,687503.3706850094,6292902.1850589905,2580.807270978085,far-field,D20171215,2017-12-15,0.28574613,0
D10115718997,-33.48696637,149.01814351,687499.3913047072,6292903.386228921,2578.5922140795747,far-field,D20171215,2017-12-15,0.41453627,0
D10115719008,-33.48686522,149.01771276,687459.5831907036,6292915.381471989,2556.6861630336834,far-field,D20171215,2017-12-15,0.44946492,0
D10115719009,-33.48685688,149.01767718,687456.2949995202,6292916.370609279,2554.897430271955,far-field,D20171215,2017-12-15,0.8965517,1
D10115719011,-33.48683898,149.01760093,687449.248271357,6292918.493366662,2551.0774503793705,far-field,D20171215,2017-12-15,0.6053805,0
D10115719013,-33.48682041,149.01752188,687441.942802482,6292920.695476003,2547.134556469023,far-field,D20171215,2017-12-15,0.21596314,0
D10115719016,-33.48679225,149.01740197,687430.8611997532,6292924.034863554,2541.185014178576,far-field,D20171215,2017-12-15,0.47146255,0
D10115719017,-33.4867831,149.01736303,687427.2625304166,6292925.119884369,2539.261683721415,far-field,D20171215,2017-12-15,0.19842449,0
D10115719020,-33.48675467,149.01724197,687416.07463981,6292928.49127317,2533.307300862024,far-field,D20171215,2017-12-15,0.5520214,0
D10115719021,-33.48674512,149.01720135,687412.3207201447,6292929.623680379,2531.3191580304842,far-field,D20171215,2017-12-15,0.043623663,0
D10115719024,-33.48671648,149.01707942,687401.0524302563,6292933.01991044,2525.3764141883194,far-field,D20171215,2017-12-15,0.80826396,1
D10115719029,-33.48667164,149.01688843,687383.4018268315,6292938.337329941,2516.148496826827,far-field,D20171215,2017-12-15,0.684453,0
D10115719040,-33.48657839,149.016491,687346.6726070784,6292949.395857101,2497.2684571212785,far-field,D20171215,2017-12-15,0.5969828,0
D10115719043,-33.48655167,149.01637719,687336.1546693845,6292952.564431449,2491.9455544794346,far-field,D20171215,2017-12-15,0.29466408,0
D10115719047,-33.48651579,149.01622436,687322.0306224243,6292956.819227835,2484.8560361482378,far-field,D20171215,2017-12-15,0.1993163,0
D10115719048,-33.48650692,149.01618658,687318.5391178778,6292957.871062448,2483.11390121358,far-field,D20171215,2017-12-15,0.35954222,0
D10115719055,-33.48644671,149.01592999,687294.825818049,6292965.011181753,2471.3891044719717,far-field,D20171215,2017-12-15,0.4630648,0
D10115719110,-33.48600237,149.01403528,687119.7206950174,6293017.704262763,2390.9549362360367,far-field,D20171215,2017-12-15,0.32275563,0
D10115719123,-33.48580785,149.01321036,687043.4850643867,6293040.762667906,2359.6013720575547,far-field,D20171215,2017-12-15,0.48454222,0
D10115719226,-33.48484151,149.00909719,686663.3506450561,6293155.330643285,2238.9255078312144,far-field,D20171215,2017-12-15,0.3617717,0
D10115719230,-33.48480439,149.00893916,686648.7455163406,6293159.73128929,2235.5649848369585,far-field,D20171215,2017-12-15,0.1519025,0
D10115719231,-33.48479513,149.00889976,686645.1041786966,6293160.829036012,2234.74307810848,far-field,D20171215,2017-12-15,0.42159632,0
D10115719233,-33.48477651,149.00882052,686637.7808291361,6293163.036405999,2233.108443873164,far-field,D20171215,2017-12-15,0.5720868,0
D10115719234,-33.48476713,149.00878057,686634.088638461,6293164.148444943,2232.293060178385,far-field,D20171215,2017-12-15,0.18883769,0
D10115719235,-33.48475707,149.00873779,686630.1349308392,6293165.3409802,2231.4284973118356,far-field,D20171215,2017-12-15,0.42984542,0
D10115719236,-33.48474657,149.00869315,686626.0093275417,6293166.585652333,2230.53439343355,far-field,D20171215,2017-12-15,0.761519,1
D10115719240,-33.48470487,149.00851585,686609.6233455183,6293171.5287886495,2227.061620390732,far-field,D20171215,2017-12-15,0.28173307,0
D10115719242,-33.48468149,149.00841656,686600.4470631671,6293174.300041168,2225.1746743449926,far-field,D20171215,2017-12-15,0.350327,0
D10115719244,-33.4846573,149.00831384,686590.9537836281,6293177.167276476,2223.264573197429,far-field,D20171215,2017-12-15,0.87938464,1
D10115719247,-33.48462221,149.00816481,686577.1805588324,6293181.326513202,2220.5685541713933,far-field,D20171215,2017-12-15,0.6067182,0
D10115719248,-33.48461108,149.00811749,686572.8072574991,6293182.645843817,2219.73015883514,far-field,D20171215,2017-12-15,0.72280025,0
D10115719249,-33.48459998,149.00807033,686568.4487586219,6293183.961557918,2218.904397562559,far-field,D20171215,2017-12-15,0.07268133,0
D10115719253,-33.48455503,149.00787935,686550.7984890558,6293189.289592511,2215.652786242709,far-field,D20171215,2017-12-15,0.56733054,0
D10115719254,-33.4845439,149.00783206,686546.4279689158,6293190.6088569155,2214.870552378792,far-field,D20171215,2017-12-15,0.7211653,0
